MacroPlot Name,Date,Index,Transect,Subbelt,Status,SizeCl,AgeCl,Count,Height,SubFrac,Comment,UV1,UV2,UV3,NumTran,NumSubbelt,TranLen,TranWid,Area,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
A391-90-54,7/18/2006 3:31:20 PM,5,2,1,L,,X,2,0.75,1,,0,1,1 ShrubDensity,,,,,,,,,,,,SAPU15,,
A391-90-54,7/18/2006 3:31:20 PM,6,2,1,L,,X,3,0.25,1,,0,3,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A391-90-54,7/18/2006 3:31:20 PM,7,1,1,D,7.5,X,2,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
A391-90-54,7/18/2006 3:31:20 PM,8,1,1,L,2.5,X,2,,1,,,, TreeBelt,,,,,,,,,,,,LALA,,
A391-90-54,7/27/2011 1:51:02 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
A391-90-54,7/27/2011 1:51:02 PM,-2147483648,1,,D,7.5,,1,,1,,,BURN,,,,,,,,,,,,,PIMA,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483647,1,,L,2.5,,1,,1,,,,,,,,,,,,,,,,LALA,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483646,1,,L,7.5,,1,,1,,,,,,,,,,,,,,,,LALA,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483645,2,,L,.25,,6,,1,,6,,,,,,,,,,,,,,SAPU15,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483644,2,,L,.25,,4,,1,,4,,,,,,,,,,,,,,SABE2,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483643,2,,L,.25,,7,,1,,7,,,,,,,,,,,,,,SAMY,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483642,2,,L,.75,,1,,1,,1,,,,,,,,,,,,,,SAMY,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483641,2,,L,.75,,5,,1,,5,,,,,,,,,,,,,,SAPU15,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483640,2,,L,.75,,5,,1,,5,,,,,,,,,,,,,,SABE2,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483639,2,,L,.25,,2,,1,,2,,,,,,,,,,,,,,SAAR3,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483638,2,,L,2.0,,1,,1,,1,,,,,,,,,,,,,,SAPU15,,
A391-90-54,7/27/2011 1:51:02 PM,-2147483637,2,,L,2.0,,1,,1,,1,,,,,,,,,,,,,,SABE2,,
DENA-A288-PP5,7/19/2007 3:48:36 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-A288-PP5,7/19/2007 3:48:36 PM,-2147483648,1,,D,2.5,,2,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A288-PP5,7/19/2007 3:48:36 PM,-2147483647,2,,X,X,,0,,1,no shrubs counted,,,,,,,,,,,,,,,UNKN_100,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,,,,,,,,,,,,,,1,0,0,0,50,J Barnes; K Gates; J OConnor,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483648,1,,L,2.5,,10,,1,,,50,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483647,1,,L,7.5,,1,,1,,,50,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483646,1,,L,12.5,,1,,1,,,50,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483645,1,,L,7.5,,1,,1,,,50,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483644,1,,L,12.5,,3,,1,,,50,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483643,1,,L,19,,4,,1,,,50,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483642,1,,D,7.5,,4,,1,,,50,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483641,1,,D,12.5,,1,,1,,,50,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483640,1,,L,7.5,,1,,1,,,50,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483639,1,,D,2.5,,1,,1,,,50,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483638,1,,D,7.5,,3,,1,,,50,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-08,6/24/2021 2:26:42 PM,-2147483637,1,,D,12.5,,3,,1,,,50,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-08,6/22/2023 12:09:39 PM,,,,,,,,,,,,,,1,0,0,0,50,,,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-B288-Z7,7/11/2007 3:21:18 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-B288-Z7,7/11/2007 3:21:18 PM,-2147483648,1,,D,2.5,,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z7,7/11/2007 3:21:18 PM,-2147483647,1,,D,7.5,,1,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-B288-Z7,7/11/2007 3:21:18 PM,-2147483646,2,,X,X,,0,,1,No moose browse species in plot.,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G1,7/8/2007 11:44:54 AM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
DENA-A274-G1,7/8/2007 11:44:54 AM,-2147483648,1,,D,2.5,,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-G1,7/8/2007 11:44:54 AM,-2147483647,2,,X,X,,0,,1,no shrubs in plot,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G1,8/17/2016 8:46:09 AM,,,,,,,,,,,,,,1,0,30,1,30,Rachel Loehman,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-G1,8/17/2016 8:46:09 AM,-2147483648,1,,D,2.5,,3,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
DENA-TLS-32,6/28/2022 2:51:48 PM,,,,,,,,,,,,,,1,4,0,0,201,M. Behrens T. Schaub R. Brand,M. behrens,Damage Codes,Plot Area (Square meters),Individual Stem Counts (Shrubs),,,True,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483648,1,4,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIMA,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483647,1,3,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIMA,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483646,1,4,L,2.5,,10,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483645,1,4,D,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483644,1,1,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483643,1,2,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483642,1,3,L,2.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483641,1,3,D,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483640,1,4,L,7.5,,7,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483639,1,4,D,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483638,1,1,L,7.5,,6,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483637,1,2,L,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483636,1,2,D,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483635,1,3,L,7.5,,7,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483634,1,4,L,12.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483633,1,1,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483632,1,2,L,12.5,,6,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483631,1,3,L,12.5,,8,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-32,6/28/2022 2:51:48 PM,-2147483630,1,2,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-A303-D6,7/17/2007 9:04:56 AM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
DENA-A303-D6,7/17/2007 9:04:56 AM,-2147483648,1,,D,2.5,,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-D6,7/17/2007 9:04:56 AM,-2147483647,1,,D,7.5,,3,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A303-D6,7/17/2007 9:04:56 AM,-2147483646,2,,L,X,,2,0.45,1,,2,0,0,,,,,,,,,,,,BEPA,,
DENA-A303-D6,7/17/2007 9:04:56 AM,-2147483645,2,,L,X,,10,0.08,1,,10,0,0,,,,,,,,,,,,BEPA,,
DENA-A303-D6,7/17/2007 9:04:56 AM,-2147483644,2,,L,X,,2,0.23,1,,1,1,0,,,,,,,,,,,,BEPA,,
DENA-HZF-Z3-22,7/22/2009 4:51:28 PM,,,,,,,,,,,,,,1,0,0,0,201,J Mitchell; R Wilson; M Llanes; C Campanelli,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-Z3-22,7/22/2009 4:51:28 PM,-2147483648,1,,L,2.5,,8,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,7/22/2009 4:51:28 PM,-2147483647,1,,L,7.5,,7,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,7/22/2009 4:51:28 PM,-2147483646,1,,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,7/22/2009 4:51:28 PM,-2147483645,1,,L,35,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,,,,,,,,,,,,,,1,4,0,0,201,J OConnor; R Nessle,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483648,1,1,L,2.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483647,1,2,L,2.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483646,1,3,L,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483645,1,1,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483644,1,2,L,7.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483643,1,3,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483642,1,4,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483641,1,3,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HZF-Z3-22,8/12/2021 5:29:08 PM,-2147483640,1,4,L,35,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,,,,,,,,,,,,,,1,4,0,0,201,T. Schaub; N. Tilges,M. Behrens,Damage Codes,Plot Area (Square meters),Individual Stem Counts (Shrubs),,,True,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483648,1,4,L,2.5,,4,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483647,1,4,D,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483646,1,4,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483645,1,4,D,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483644,1,4,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483643,1,4,L,19,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483642,1,1,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483641,1,1,D,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483640,1,1,L,12.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483639,1,2,L,2.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483638,1,2,D,2.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483637,1,2,L,7.5,,3,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483636,1,2,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483635,1,2,D,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483634,1,3,L,7.5,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483633,1,3,D,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483632,1,3,L,12.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483631,1,3,L,19,,2,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483630,1,4,L,7.5,,2,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483629,1,4,D,7.5,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483628,1,4,L,12.5,,8,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483627,1,4,D,12.5,,2,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483626,1,4,L,19,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483625,1,1,L,7.5,,4,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483624,1,1,L,12.5,,2,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483623,1,2,L,2.5,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483622,1,2,L,7.5,,5,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483621,1,2,D,7.5,,3,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483620,1,2,L,12.5,,9,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483619,1,2,D,12.5,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483618,1,3,D,2.5,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483617,1,3,L,7.5,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483616,1,3,D,7.5,,3,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483615,1,3,L,12.5,,6,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-TLS-18,7/13/2022 5:08:33 PM,-2147483614,1,3,L,19,,1,,1,,,201,,,,,,,,,,,,,BEPA,,
DENA-A274-G3,7/18/2007 4:00:51 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
DENA-A274-G3,7/18/2007 4:00:51 PM,-2147483648,1,,D,2.5,,5,,1,,,,,,,,,,,,,,,,PIMA,,
DENA-A274-G3,7/18/2007 4:00:51 PM,-2147483647,2,,X,X,,0,,1,no browse data,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-G3,8/16/2016 3:44:30 PM,,,,,,,,,,,,,,1,0,30,1,30,Rachel Loehman; Stacie Oaks,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-G3,8/16/2016 3:44:30 PM,-2147483648,1,,D,2.5,,2,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
A185-86-137,7/7/2005 1:40:42 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A185-86-137,7/7/2005 1:40:42 PM,1,2,1,L,,X,1,0.25,1,,1,, ShrubDensity,,,,,,,,,,,,SAPU15,,
A185-86-137,7/7/2005 1:40:42 PM,2,1,1,L,,X,0,,1,,,, TreeBelt,,,,,,,,,,,,UNKN_100,,
A185-86-137,7/18/2006 4:27:06 PM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
A185-86-137,7/18/2006 4:27:06 PM,1,2,1,L,,X,1,0.25,1,,1,0,0 ShrubDensity,,,,,,,,,,,,SAPU15,,
A185-86-137,7/18/2006 4:27:06 PM,2,1,1,L,,X,0,,1,No trees,,, TreeBelt,,,,,,,,,,,,UNKN_100,,
A185-86-137,7/26/2011 1:50:00 PM,,,,,,,,,,,,,,1,0,30,1,30,,,,,,,,True,
A185-86-137,7/26/2011 1:50:00 PM,-2147483648,1,,X,,,0,,1,no trees in belt transect,,,,,,,,,,,,,,,UNKN_100,,
A185-86-137,7/26/2011 1:50:00 PM,-2147483647,2,,L,,,4,0.75,1,,2,2,0,,,,,,,,,,,,SAPU15,,
DENA-A274-H4,7/18/2007 8:56:57 AM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
DENA-A274-H4,7/18/2007 8:56:57 AM,-2147483648,1,,X,X,X,0,,1,no trees,,,,,,,,,,,,,,,UNKN_100,,
DENA-A274-H4,7/18/2007 8:56:57 AM,-2147483647,2,,L,X,X,4,0.23,1,,1 unbrowsed,3 browsed,,,,,,,,,,,,,BEPA,,
DENA-A274-H4,7/18/2007 8:56:57 AM,-2147483646,2,,L,X,X,34,0.8,1,,24 unbrowsed,10 browsed,,,,,,,,,,,,,BEPA,,
DENA-A274-H4,7/20/2016 10:50:59 AM,,,,,,,,,,,,,,1,0,30,1,30,Jennifer Barnes,J. Hrobak,Damage Codes   ,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-A274-H4,7/20/2016 10:50:59 AM,-2147483648,1,,D,2.5,,2,,1,,FIRE,30,,,,,,,,,,,,,PIMA,,
DENA-A274-H4,7/20/2016 10:50:59 AM,-2147483647,1,,D,2.5,,17,,1,Main stem dead; no resprouts.,FIRE,30,,,,,,,,,,,,,BEPA,,
DENA-A274-H4,7/20/2016 10:50:59 AM,-2147483646,1,,D,2.5,R,12,,1,Main stem dead; but have live reprouts.,FIRE,30,,,,,,,,,,,,,BEPA,,
B288-01-1179,7/7/2005 9:44:59 AM,,,,,,,,,,,,,,1,,30,1,30,,,,,,,,True,
B288-01-1179,7/7/2005 9:44:59 AM,1,2,1,L,,X,0,,1,,,, ShrubDensity,,,,,,,,,,,,UNKN_100,,
B288-01-1179,7/7/2005 9:44:59 AM,2,1,1,D,7.5,X,3,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
B288-01-1179,7/7/2005 9:44:59 AM,3,1,1,D,2.5,X,14,,1,,,, TreeBelt,,,,,,,,,,,,PIMA,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,,,,,,,,,,,,,,1,0,0,0,201,J Barnes; J OConnor,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483648,1,,L,2.5,,6,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483647,1,,L,7.5,,15,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483646,1,,L,12.5,,8,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483645,1,,L,19,,5,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483644,1,,D,2.5,,20,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483643,1,,D,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483642,1,,L,7.5,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483641,1,,L,12.5,,7,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483640,1,,L,19,,8,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483639,1,,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-11,6/22/2021 2:47:15 PM,-2147483638,1,,D,7.5,,5,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-11,6/20/2023 12:24:31 PM,,,,,,,,,,,,,,1,0,0,0,201,,,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,,,,,,,,,,,,,,1,0,0,0,201,J Barnes; J O'Connor,J O'Connor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483648,1,,L,2.5,,5,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483647,1,,L,7.5,,1,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483646,1,,L,12.5,,6,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483645,1,,L,19,,5,,1,,,201,,,,,,,,,,,,,PIGL,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483644,1,,L,12.5,,3,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483643,1,,L,19,,6,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483642,1,,L,35,,1,,1,,,201,,,,,,,,,,,,,POTR5,,
DENA-HQ-TX-03,6/23/2021 7:05:58 PM,-2147483641,1,,L,12.5,,1,,1,,,201,,,,,,,,,,,,,POBA2,,
DENA-HQ-TX-03,6/28/2023 11:32:14 AM,,,,,,,,,,,,,,1,0,0,0,201,,,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
DENA-HZF-C-06RL,7/24/2009 5:39:22 PM,,,,,,,,,,,,,,1,0,0,0,201,J Mitchell; C Campanelli; H Bradshaw; B McCreary,J OConnor,Damage Codes,Plot Area (Square Meters),Individual Stem Counts (Shrubs),,,True,
