MacroPlot Name,Date,Index,Transect,Point,Tape,Order,Height,CanopyLayer,Status,Comment,UV1,UV2,UV3,NumTran,TranLen,NumPtsTran,Offset,FieldTeam,EntryTeam,UV1Desc,UV2Desc,UV3Desc,SaComment,Species Symbol,Visited,
A288-00-1352,7/18/2005 10:28:00 AM,35,1,13,6.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,36,1,14,7,1,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,37,1,14,7,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,38,1,14,7,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,39,1,15,7.5,1,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A288-00-1352,7/18/2005 10:28:00 AM,40,1,15,7.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,41,1,15,7.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,42,1,16,8,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,43,1,16,8,2,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,44,1,16,8,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,45,1,17,8.5,1,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,46,1,17,8.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,47,1,17,8.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,48,1,18,9,1,,,L,,,, VegPoint,,,,,,,,,,,LICHEN,,
A288-00-1352,7/18/2005 10:28:00 AM,49,1,18,9,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,50,1,19,9.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,51,1,19,9.5,2,,,L,,,, VegPoint,,,,,,,,,,,EMNI,,
A288-00-1352,7/18/2005 10:28:00 AM,52,1,19,9.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,53,1,20,10,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,54,1,20,10,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,55,1,21,10.5,1,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,56,1,21,10.5,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,57,1,22,11,1,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,58,1,22,11,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,59,1,22,11,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,60,1,23,11.5,1,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,61,1,24,12,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,62,1,24,12,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,63,1,25,12.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,64,1,25,12.5,2,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,65,1,26,13,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,66,1,26,13,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,67,1,27,13.5,1,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,68,1,28,14,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,69,1,28,14,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,70,1,28,14,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,71,1,29,14.5,1,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,72,1,29,14.5,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,73,1,30,15,1,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,74,1,30,15,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,75,1,30,15,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,76,1,31,15.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,77,1,31,15.5,2,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,78,1,31,15.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,79,1,32,16,1,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,80,1,32,16,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,81,1,32,16,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,82,1,33,16.5,1,,,L,,,, VegPoint,,,,,,,,,,,GRASS,,
A288-00-1352,7/18/2005 10:28:00 AM,83,1,33,16.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,84,1,33,16.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,85,1,34,17,1,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,86,1,34,17,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,87,1,34,17,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,88,1,35,17.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,89,1,35,17.5,2,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,90,1,35,17.5,3,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,91,1,35,17.5,4,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,92,1,36,18,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A288-00-1352,7/18/2005 10:28:00 AM,93,1,36,18,2,,,L,,,, VegPoint,,,,,,,,,,,ANPO,,
A288-00-1352,7/18/2005 10:28:00 AM,94,1,36,18,3,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,95,1,36,18,4,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,96,1,37,18.5,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A288-00-1352,7/18/2005 10:28:00 AM,97,1,37,18.5,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,98,1,38,19,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,99,1,38,19,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,100,1,38,19,3,,,L,,,, VegPoint,,,,,,,,,,,POJU70,,
A288-00-1352,7/18/2005 10:28:00 AM,101,1,38,19,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,102,1,39,19.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,103,1,39,19.5,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,104,1,40,20,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A288-00-1352,7/18/2005 10:28:00 AM,105,1,40,20,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,106,1,41,20.5,1,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,107,1,42,21,1,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A288-00-1352,7/18/2005 10:28:00 AM,108,1,42,21,2,,,L,,,, VegPoint,,,,,,,,,,,LICHEN,,
A288-00-1352,7/18/2005 10:28:00 AM,109,1,43,21.5,1,,,D,,,, VegPoint,,,,,,,,,,,PIMA,,
A288-00-1352,7/18/2005 10:28:00 AM,110,1,43,21.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,111,1,43,21.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,112,1,44,22,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A288-00-1352,7/18/2005 10:28:00 AM,113,1,44,22,2,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,114,1,45,22.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,115,1,45,22.5,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,116,1,46,23,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,117,1,46,23,2,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A288-00-1352,7/18/2005 10:28:00 AM,118,1,46,23,3,,,L,,,, VegPoint,,,,,,,,,,,CLADI3,,
A288-00-1352,7/18/2005 10:28:00 AM,119,1,46,23,4,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,120,1,47,23.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,121,1,47,23.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,122,1,47,23.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,123,1,48,24,1,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,124,1,49,24.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,125,1,49,24.5,2,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,126,1,49,24.5,3,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,127,1,49,24.5,4,,,L,,,, VegPoint,,,,,,,,,,,VAUL,,
A288-00-1352,7/18/2005 10:28:00 AM,128,1,49,24.5,5,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,129,1,50,25,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,130,1,51,25.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,131,1,51,25.5,2,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,132,1,51,25.5,3,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,133,1,52,26,1,,,D,,,, VegPoint,,,,,,,,,,,PIMA,,
A288-00-1352,7/18/2005 10:28:00 AM,134,1,52,26,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A288-00-1352,7/18/2005 10:28:00 AM,135,1,53,26.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,136,1,53,26.5,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A288-00-1352,7/18/2005 10:28:00 AM,137,1,54,27,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,138,1,54,27,2,,,L,,,, VegPoint,,,,,,,,,,,RUCH,,
A288-00-1352,7/18/2005 10:28:00 AM,139,1,54,27,3,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,140,1,54,27,4,,,L,,,, VegPoint,,,,,,,,,,,POJU70,,
A288-00-1352,7/18/2005 10:28:00 AM,141,1,55,27.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,142,1,55,27.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAOX,,
A288-00-1352,7/18/2005 10:28:00 AM,143,1,55,27.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A288-00-1352,7/18/2005 10:28:00 AM,144,1,55,27.5,4,,,L,,,, VegPoint,,,,,,,,,,,LICHEN,,
A288-00-1352,7/18/2005 10:28:00 AM,145,1,56,28,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,146,1,56,28,2,,,L,,,, VegPoint,,,,,,,,,,,HYSP70,,
A288-00-1352,7/18/2005 10:28:00 AM,147,1,57,28.5,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,148,1,57,28.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,149,1,57,28.5,3,,,L,,,, VegPoint,,,,,,,,,,,HYSP70,,
A288-00-1352,7/18/2005 10:28:00 AM,150,1,58,29,1,,,L,,,, VegPoint,,,,,,,,,,,LEPAD,,
A288-00-1352,7/18/2005 10:28:00 AM,151,1,58,29,2,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,152,1,58,29,3,,,L,,,, VegPoint,,,,,,,,,,,HYSP70,,
A288-00-1352,7/18/2005 10:28:00 AM,153,1,59,29.5,1,,,L,,,, VegPoint,,,,,,,,,,,ERVA4,,
A288-00-1352,7/18/2005 10:28:00 AM,154,1,59,29.5,2,,,L,,,, VegPoint,,,,,,,,,,,VAVI,,
A288-00-1352,7/18/2005 10:28:00 AM,155,1,60,30,1,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,,,,,,,,,,,,,1,30,60,0,,,,,,,,True,
A391-90-54,7/6/2005 1:15:36 PM,1,1,1,0.5,1,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A391-90-54,7/6/2005 1:15:36 PM,2,1,1,0.5,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,3,1,2,1,1,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A391-90-54,7/6/2005 1:15:36 PM,4,1,2,1,2,,,X,,,, VegPoint,,,,,,,,,,,MUCK,,
A391-90-54,7/6/2005 1:15:36 PM,5,1,3,1.5,1,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A391-90-54,7/6/2005 1:15:36 PM,6,1,3,1.5,2,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,7,1,3,1.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,8,1,4,2,1,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A391-90-54,7/6/2005 1:15:36 PM,9,1,4,2,2,,,L,,,, VegPoint,,,,,,,,,,,COPA28,,
A391-90-54,7/6/2005 1:15:36 PM,10,1,4,2,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,11,1,5,2.5,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,12,1,5,2.5,2,,,L,,,, VegPoint,,,,,,,,,,,CACA4,,
A391-90-54,7/6/2005 1:15:36 PM,13,1,5,2.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,14,1,6,3,1,,,L,,,, VegPoint,,,,,,,,,,,COPA28,,
A391-90-54,7/6/2005 1:15:36 PM,15,1,6,3,2,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,16,1,6,3,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,17,1,7,3.5,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,18,1,7,3.5,2,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A391-90-54,7/6/2005 1:15:36 PM,19,1,7,3.5,3,,,X,,,, VegPoint,,,,,,,,,,,MUCK,,
A391-90-54,7/6/2005 1:15:36 PM,20,1,8,4,1,,,L,,,, VegPoint,,,,,,,,,,,AUPA70,,
A391-90-54,7/6/2005 1:15:36 PM,21,1,8,4,2,,,L,,,, VegPoint,,,,,,,,,,,CABI5,,
A391-90-54,7/6/2005 1:15:36 PM,22,1,8,4,3,,,L,,,, VegPoint,,,,,,,,,,,COPA28,,
A391-90-54,7/6/2005 1:15:36 PM,23,1,8,4,4,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,24,1,9,4.5,1,,,L,,,, VegPoint,,,,,,,,,,,EQFL,,
A391-90-54,7/6/2005 1:15:36 PM,25,1,9,4.5,2,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,26,1,9,4.5,3,,,X,,,, VegPoint,,,,,,,,,,,MUCK,,
A391-90-54,7/6/2005 1:15:36 PM,27,1,10,5,1,,,L,,,, VegPoint,,,,,,,,,,,CABI5,,
A391-90-54,7/6/2005 1:15:36 PM,28,1,10,5,2,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,29,1,10,5,3,,,X,,,, VegPoint,,,,,,,,,,,MUCK,,
A391-90-54,7/6/2005 1:15:36 PM,30,1,11,5.5,1,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,31,1,12,6,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,32,1,12,6,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,33,1,12,6,3,,,X,,,, VegPoint,,,,,,,,,,,W,,
A391-90-54,7/6/2005 1:15:36 PM,34,1,13,6.5,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,35,1,13,6.5,2,,,L,,,, VegPoint,,,,,,,,,,,CABI5,,
A391-90-54,7/6/2005 1:15:36 PM,36,1,13,6.5,3,,,L,,,, VegPoint,,,,,,,,,,,MOSS,,
A391-90-54,7/6/2005 1:15:36 PM,37,1,14,7,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A391-90-54,7/6/2005 1:15:36 PM,38,1,14,7,2,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,39,1,14,7,3,,,L,,,, VegPoint,,,,,,,,,,,MOSS,,
A391-90-54,7/6/2005 1:15:36 PM,40,1,15,7.5,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,41,1,15,7.5,2,,,L,,,, VegPoint,,,,,,,,,,,CABI5,,
A391-90-54,7/6/2005 1:15:36 PM,42,1,15,7.5,3,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,43,1,16,8,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,44,1,16,8,2,,,L,,,, VegPoint,,,,,,,,,,,SPHAG2,,
A391-90-54,7/6/2005 1:15:36 PM,45,1,17,8.5,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A391-90-54,7/6/2005 1:15:36 PM,46,1,17,8.5,2,,,L,,,, VegPoint,,,,,,,,,,,EQFL,,
A391-90-54,7/6/2005 1:15:36 PM,47,1,17,8.5,3,,,L,,,, VegPoint,,,,,,,,,,,CABI5,,
A391-90-54,7/6/2005 1:15:36 PM,48,1,17,8.5,4,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,49,1,17,8.5,5,,,X,,,, VegPoint,,,,,,,,,,,DUFF,,
A391-90-54,7/6/2005 1:15:36 PM,50,1,18,9,1,,,L,,,, VegPoint,,,,,,,,,,,BENA,,
A391-90-54,7/6/2005 1:15:36 PM,51,1,18,9,2,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
A391-90-54,7/6/2005 1:15:36 PM,52,1,19,9.5,1,,,L,,,, VegPoint,,,,,,,,,,,CHCA2,,
A391-90-54,7/6/2005 1:15:36 PM,53,1,19,9.5,2,,,L,,,, VegPoint,,,,,,,,,,,COPA28,,
A391-90-54,7/6/2005 1:15:36 PM,54,1,19,9.5,3,,,X,,,, VegPoint,,,,,,,,,,,LTR,,
